RT,Area,Metabolite,Confidence,SampleID
9.4469,3.06E+04,"Decanoic acid, tert-butyldimethylsilyl ester",68.20%,M6-1
6.4478,2.95E+04,"Benzene, 1,4-diisocyanato-",40.73%,M6-1
22.6656,2.94E+04,"Silane, [[(3á)-4,4-dimethylcholest-5-en-3-yl]oxy]trimethyl-",45.08%,M6-1
7.9474,2.91E+04,Stephabyssine,43.15%,M6-1
12.6898,2.91E+04,"6,7-Dimethoxy-thieno(2,3-b)quinoline",56.22%,M6-1
21.4833,2.86E+04,"3,4-Dichloro-2,5-dicyanothiophene",44.01%,M6-1
22.5155,2.81E+04,"5-Methoxymethyl-2-phenyl-2,4-dihydro-pyrazol-3-one",49.89%,M6-1
22.3403,2.71E+04,Tridecane,54.00%,M6-1
20.6764,2.71E+04,"4-Chlorobutyramide, N-[2-thiazolyl]-",73.79%,M6-1
15.3656,2.68E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",62.66%,M6-1
8.1238,2.65E+04,"1,1,1,5,7,7,7-Heptamethyl-3,3-bis(trimethylsiloxy)tetrasiloxane",44.79%,M6-1
8.2898,2.64E+04,"3,3,5-Triethoxy-1,1,1,7,7,7-hexamethyl-5-(trimethylsilyloxy)tetrasiloxane",52.62%,M6-1
12.9285,2.63E+04,"Benzophenone, 4,4'-bis(trifluoroacetamido)-",53.63%,M6-1
7.1016,2.63E+04,"7-Ethyl-6,8-dimethyl-7H-[1,2,3,4,5] pentathiepino[6,7-c]pyrrole",52.87%,M6-1
18.2931,2.62E+04,3-(Fluorosulfonyl)benzoic acid,62.92%,M6-1
25.1677,2.62E+04,5-Ethyldecane,42.17%,M6-1
12.6586,2.59E+04,"(2-Methoxy-1,3,2-thiozin)[5,10,9]androstan-17-ol-3,11-dione, acetate",69.01%,M6-1
17.3673,2.56E+04,"4-Phenoxy-5,6-diphenyl-2H-pyridazin-3-one",55.86%,M6-1
9.037,2.56E+04,Isoparvifuran,69.97%,M6-1
9.5247,2.50E+04,"Isophthalic acid, 3-chlorophenyl heptyl ester",62.44%,M6-1
20.4387,2.48E+04,"Androstan-17-one, 3-[(tripropylsilyl)oxy]-, (3á,5à)-",57.65%,M6-1
6.396,2.44E+04,"Thiophene, 2,2'-(1,1,2,2,3,3,4,4,5,5-decafluoro-1,5-pentanediyl)bis-",64.58%,M6-1
7.7139,2.39E+04,"à-l-Galactofuranoside, methyl 6-deoxy-2,3,5-tris-O-(trimethylsilyl)-",52.74%,M6-1
10.4431,2.37E+04,"2(3H)-Furanone, dihydro-3-[(trimethylsilyl)oxy]-3-[[(trimethylsilyl)oxy]methyl]-",44.22%,M6-1
23.2911,2.33E+04,"6-Bromo-1,4,8,11-tetrathiacyclotetradecane",47.81%,M6-1
7.0342,2.31E+04,"Cyclopentasiloxane, decamethyl-",50.67%,M6-1
6.645,2.30E+04,"L-Alanine, N-[N-[N-(4-pyridinylmethylene)-L-valyl]-L-isoleucyl]-, ethyl ester",55.66%,M6-1
15.4407,2.30E+04,"Sedoheptulose, o-methyloxime, hexakis-O-(trimethylsilyl)-",57.87%,M6-1
20.7327,2.28E+04,"Glucopyranoside, O-1,3,4,6-tetrakis-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-O-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl-(2.fwdarw.1)-3,4,6-tris-O-(trimethylsilyl)-á-D-fructofuranosyl, à-D-",45.78%,M6-1
12.3681,2.28E+04,"Pyridazine-3,6(1H,2H)-dione, 1-(4-iodophenyl)-",56.73%,M6-1
7.5634,2.20E+04,MALONIC ACID,52.64%,M6-1
18.412,2.16E+04,[122121] phytosphingosine 2 [23.812],68.02%,M6-1
11.5535,2.16E+04,"6H-Dibenzo[b,d]pyran-6-one, 7,9-dihydroxy-3-methoxy-1-methyl-",70.66%,M6-1
8.8554,2.13E+04,"11b-Phenyl-1,2,3,5,6,11b-hexahydro[1]benzothieno[3,2-g]indolizine",51.67%,M6-1
12.8091,2.13E+04,"Benzamide, N-(hept-2-ynyl)-N-isopropyl-",76.05%,M6-1
8.0563,2.08E+04,"2-Cyclopenten-1-one, 2-hydroxy-",68.63%,M6-1
17.7364,2.07E+04,"Triimidazo[1,5-a:1',5'-c:1'',5''-e][1,3,5]triazine-1,5,9(2H,6H,10H)-trione, hexahydro-2,3,3,6,7,7,10,11,11-nonamethyl-",41.52%,M6-1
16.1663,2.05E+04,"1,3-Diphenyl-2-azafluorene",58.03%,M6-1
10.6247,2.04E+04,"Morphinan-14-ol, 6-azido-4,5-epoxy-3-methoxy-17-methyl-, (5à,6á)-",43.23%,M6-1
10.7752,2.00E+04,"Methane, bromotrinitro-",47.67%,M6-1
19.5129,1.97E+04,"Quinoline, 2-(phenylazo)-",44.61%,M6-1
8.8969,1.95E+04,3-Methyl-1-trihexylsilyloxybenzene,64.88%,M6-1
8.0926,1.95E+04,"1,3,5-Trimethyl-2-phenyl-2-borauracil",54.75%,M6-1
12.8558,1.92E+04,"l-Leucine, N-ethoxycarbonyl-N-methyl-, pentadecyl ester",72.70%,M6-1
10.6039,1.91E+04,"4-Spiro-(4-N-methylpiperidyl)-2,2,9-trimethyl-1,2,3,4-tetrahydro-ç-carboline",47.23%,M6-1
15.9787,1.88E+04,1-Diphenyl(tert-butyl)silyloxy-4-methoxybenzene,57.69%,M6-1
12.97,1.88E+04,"4H-Benzo[d][1,3]-oxazin-4-one, 2-[1,3(1H,3H)-dioxoisoindol-2-ylmethyl]-",48.83%,M6-1
22.0651,1.87E+04,"Cholest-5-en-3-ol (3á)-, trifluoroacetate",51.85%,M6-1
20.3136,1.85E+04,"1,3-Dipentyl-heptabarbital",62.62%,M6-1
9.3535,1.84E+04,"1,2-Bis(3,5,5-trimethyl-2-cyclohexenylidene)hydrazine",51.84%,M6-1
10.0436,1.79E+04,"1,3-Benzenediol, 4-chloro-5-(hydroxymethyl)-",46.72%,M6-1
22.8783,1.79E+04,"Pregnan-20-one, 7,12-bis(acetyloxy)-3-hydroxy-, (3à,5á,7à,12à)-",53.69%,M6-1
17.6488,1.76E+04,"2,2,5,5-Tetramethyl-3-hexanone",45.34%,M6-1
18.7936,1.76E+04,Per-O-(trimethylsilyl)-á-D-galactopyranuronic acid,54.47%,M6-1
12.4044,1.70E+04,MUCIC ACID,53.46%,M6-1
20.6952,1.68E+04,"2,5-Dichlorophenol, trihexylsilyl ether",42.57%,M6-1
23.7415,1.68E+04,"Cholestan-2-amine, N,N-dimethyl-, (2à)-",40.24%,M6-1
21.1893,1.68E+04,1-Azabicyclo[3.1.0]hexane,53.31%,M6-1
21.4333,1.65E+04,p-Tolylpentamethyl-disiloxane,50.96%,M6-1
20.8203,1.65E+04,"1,3,4-Thiadiazole, 2,2-diethyl-2,3-dihydro-3,5-diphenyl-",42.83%,M6-1
9.8879,1.63E+04,"Ethanethioic acid, S-(2-methylbutyl) ester",62.27%,M6-1
7.6827,1.62E+04,"Dibenzo[c,h][2,6]naphthyridine",56.62%,M6-1
19.2189,1.62E+04,"Benzamide, N-(4-chloro-9,10-dihydro-9,10-dioxo-1-anthracenyl)-",61.31%,M6-1
11.1954,1.61E+04,"2,2'-Ditrimethylsiloxybiphenyl",83.15%,M6-1
19.907,1.60E+04,"Dodecane, 2-cyclohexyl-",62.33%,M6-1
19.6881,1.60E+04,"Acetic acid, (2,5-dichloro-4-methoxyphenoxy)-, methyl ester",42.64%,M6-1
9.0681,1.58E+04,"6H-Benzofuro[3,2-c][1]benzopyran-3-ol, 6a,11a-dihydro-9-methoxy-, (6aR-cis)-",62.04%,M6-1
22.9846,1.55E+04,"Silane, dimethyl(4-phenylphenoxy)heptadecyloxy-",54.77%,M6-1
19.5817,1.54E+04,"Heptasiloxane, hexadecamethyl-",46.03%,M6-1
10.8167,1.52E+04,"2'-Methyl-2,3'-bi(1H-indole)",40.05%,M6-1
19.9383,1.52E+04,"(4-Methyl-piperazin-1-yl)-acetic acid, acridin-9-ylmethylene-hydrazide",54.76%,M6-1
21.5521,1.49E+04,"Ergosta-4,6,22-trien-3á-ol",49.45%,M6-1
9.1407,1.49E+04,"Ethanone, 1-(2,3,4,4a,9,9a-hexahydro-4a-methyl-1H-carbazol-8-yl)-",43.32%,M6-1
7.9266,1.48E+04,3-Chloro-4-(4-iodo-benzyloxy)-5-methoxy-benzaldehyde,61.80%,M6-1
7.3714,1.46E+04,"Silane, diethoxymethyl-",61.02%,M6-1
13.9714,1.45E+04,"4-Trimethylsilyl-9,9-dimethyl-9-silafluorene",72.19%,M6-1
15.3094,1.41E+04,"1,3-Diphenyl-2-azafluorene",65.78%,M6-1
16.5479,1.38E+04,Iodosobenzene,62.67%,M6-1
23.4788,1.36E+04,"Benzoic acid, 2-(benzoylphenylamino)-3,5-dibromo-",40.79%,M6-1
13.7794,1.35E+04,"Z-Benzenepropenoic acid, à-benzoylamino-4-benzyloxy-2-fluoro-5-methoxy-",54.51%,M6-1
10.7181,1.34E+04,"Benzo[1,2-c:3,4-c':5,6-c'']tris[1,2,5]oxadiazole",49.14%,M6-1
8.4766,1.31E+04,"Thiazolo[4,5-f]quinoline, 2,7-dimethyl-",50.84%,M6-1
8.0667,1.30E+04,"Sarcosine, N-(2,6-difluorobenzoyl)-, octyl ester",48.14%,M6-1
14.5473,1.29E+04,"N-(5-Chloro-pyridin-2-yl)-2,3,4-trimethoxy-benzamide",53.40%,M6-1
18.2681,1.29E+04,"Anthracene, 9-(N,N-bis[2-(diethylamino)ethyl]amino-1-butyl)-",71.18%,M6-1
8.4195,1.29E+04,"Hexasiloxane, tetradecamethyl-",71.63%,M6-1
14.3865,1.29E+04,"Benzo[1,2-c:3,4-c':5,6-c'']tris[1,2,5]oxadiazole",42.95%,M6-1
7.1535,1.26E+04,"2-Furancarboxylic acid, trimethylsilyl ester",60.78%,M6-1
13.852,1.24E+04,2-(4-Methoxyphenyl)-2-(4-trimethoxysilyloxy)propane,62.74%,M6-1
8.5908,1.23E+04,"Cinnoline, 2-oxide",71.50%,M6-1
13.219,1.21E+04,"Benzamide, 4-methoxy-N-[2-methyl-4-(2-tolylazo)phenyl]-",81.03%,M6-1
21.2707,1.20E+04,"1,2,4,5-Tetraaza-3,6-disilacyclohexane, 3,6-dimethyl-1,2,4,5-tetraphenyl-3,6-divinyl-",40.16%,M6-1
15.497,1.20E+04,4-Triethylsilyloxyhexadecane,50.04%,M6-1
6.9978,1.19E+04,"2,3-Dimethyl-5,6-dihydro-1,4-oxathiine",62.83%,M6-1
17.9553,1.13E+04,"N,N'-Di-acridin-9-yl-benzene-1,4-diamine",50.88%,M6-1
10.412,1.13E+04,"Isophthalic acid, 1-naphthyl propyl ester",51.52%,M6-1
11.6832,1.11E+04,"Silane, dimethyloctyloxydodecyloxy-",60.55%,M6-1
6.9563,1.10E+04,"1,2-Benzenediol, o-(2-chloropropionyl)-o'-(4-ethylbenzoyl)-",63.12%,M6-1
19.294,1.10E+04,"Glycine, N-ethyl-N-(2-methoxyethoxycarbonyl)-, undecyl ester",57.02%,M6-1
22.3653,1.10E+04,8-Chloro-5-quinolinecarboxylic acid,49.53%,M6-1
18.3307,1.09E+04,"Thallium, (ü5-2,4-cyclopentadien-1-yl)-",43.01%,M6-1
10.3497,1.08E+04,"[1,1'-Biphenyl]-4-ol, 3,5-bis(1,1-dimethylethyl)-",68.86%,M6-1
25.4992,1.07E+04,"Terbutaline, N-trifluoroacetyl-o,o,o-tris(trimethylsilyl)deriv.",49.34%,M6-1
21.6335,1.07E+04,"Propanedinitrile, [(3-chlorophenyl)hydrazono]-",69.04%,M6-1
19.2064,1.07E+04,Psilocin,71.04%,M6-1
7.579,1.05E+04,"Butanamide, 2-hydroxy-2,N-dimethyl-",45.64%,M6-1
11.6313,1.03E+04,Methyl-3-fentanyl,40.59%,M6-1
17.849,1.02E+04,N-Sec-butyl-3-[(4-fluoro-benzoyl)-hydrazono]-butyramide,52.42%,M6-1
16.354,9.91E+03,"à-l-Galactofuranoside, methyl 6-deoxy-2,3,5-tris-O-(trimethylsilyl)-",64.08%,M6-1
7.9059,9.72E+03,"Silane, dimethyl(non-5-yn-3-yloxy)octadecyloxy-",53.14%,M6-1
7.1587,9.52E+03,"Cyclopentasiloxane, decamethyl-",53.27%,M6-1
26.1686,9.43E+03,"Benzoic acid, 3-formyl-6-hydroxy-4-methoxy-2-methyl-, ethyl ester",44.57%,M6-1
18.387,9.38E+03,"2-Propyn-1-amine, N,N-dimethyl-",59.54%,M6-1
11.8233,9.37E+03,"Propionic acid, 3-(allylthio)-, sec-butyl ester",44.68%,M6-1
13.9869,9.30E+03,Isoparvifuran,57.90%,M6-1
20.0634,9.14E+03,2-[p-Fluorobenzyloxy]-6-methoxy-8-nitroquinoline,54.67%,M6-1
11.3304,9.12E+03,"Silane, dimethyl-2-propenyl(tetradecyloxy)-",60.86%,M6-1
7.1846,9.08E+03,Ethyl à-fluoro-4-trifluoromethyl-cinnamate,41.66%,M6-1
8.7879,9.04E+03,1-Diphenyl(tert-butyl)silyloxy-4-nitrobenzene,51.11%,M6-1
9.1667,8.97E+03,"Formaldehyde, phenyl(2-propenyl)hydrazone",91.55%,M6-1
25.2991,8.93E+03,"Cobalt, (ü5-2,4-cyclopentadien-1-yl)[(1,2,3,4-ü)-5-(3,3,3-trifluoro-1-propynyl)-1,3-cyclopentadiene]-",51.84%,M6-1
14.2204,8.87E+03,"4-Azaphenanthrene, 1-methyl-3-phenylethynyl-",61.07%,M6-1
15.0216,8.75E+03,"Prosta-5,8(12),13-trien-1-oic acid, 9-(methoxyimino)-15-[(trimethylsilyl)oxy]-, trimethylsilyl ester, (5Z,13E,15S)-",93.75%,M6-1
20.764,8.63E+03,"1,2-Benzenediol, o-(octanoyl)-o'-(4-nitrobenzoyl)-",48.52%,M6-1
15.9099,8.37E+03,SUCROSE,55.51%,M6-1
12.311,8.33E+03,1-Dimethyl(trimethylsilylmethyl)silyloxypentadecane,63.62%,M6-1
19.4066,8.25E+03,Allyl(ethyl)sulfide,68.05%,M6-1
8.7724,8.23E+03,Pentafluoro(difluoroiodomethyl)benzene,57.98%,M6-1
8.4403,8.15E+03,4-(2-Hydroxy-1-naphthylmethylidene)-2-phenyl-2-oxazolin-5-one,65.16%,M6-1
19.4128,8.13E+03,"Thiophene-2-carboxylic acid, 3-(2,4-difluorophenylsulfonylamino)-5-phenyl-, methyl ester",61.48%,M6-1
11.7039,8.10E+03,"Silane, dimethyl(2,5-dimethylphenoxy)tetradecyloxy-",58.94%,M6-1
15.6159,7.97E+03,"2,6-Diiodohydroquinone",50.68%,M6-1
10.9101,7.92E+03,"Thymine, 5,6-dihydro-1,3-dimethyl-5,6-bis(trimethylsilyloxymethyl)-",46.89%,M6-1
6.7488,7.81E+03,1-Formyl-2-phenyl-5-methyl-pyrrole,44.38%,M6-1
6.7903,7.77E+03,Isopropyl isothiocyanate,76.80%,M6-1
11.0917,7.63E+03,"Isophthalic acid, ethyl 2-methylphenyl ester",72.27%,M6-1
22.4341,7.59E+03,"Benzoic acid, 4-(4-bromo-1-pyrazolylmethyl)-",62.30%,M6-1
9.0422,7.56E+03,"Pyrimidin-2-amine, 4-methyl-6-(2-pyridylthio)-",42.20%,M6-1
8.9591,7.52E+03,"Benzaldehyde, 4-[(trimethylsilyl)oxy]-",84.80%,M6-1
9.2601,7.45E+03,"1,3-Propanediol, 2-(hydroxymethyl)-",45.88%,M6-1
23.41,7.43E+03,"Succinic acid, dipentafluorobenzyl ester",53.32%,M6-1
8.1653,7.40E+03,"Acetoacetic acid, bis(trimethylsilyl)- deriv.",91.46%,M6-1
14.21,7.27E+03,"Pyridine-3-carbohydrazide, N2-(4,4,5,5,6,6,6-heptafluoro-1-methyl-2-oxo-1-hexenyl)-",49.53%,M6-1
11.1487,7.26E+03,"Carbamic acid, dimethyl-, 1-naphthalenyl ester",43.28%,M6-1
24.8362,7.23E+03,"Sarcosine, N-(4-fluorobenzoyl)-, pentyl ester",55.26%,M6-1
14.9261,7.11E+03,"Quinazolin-4(3H)-one, 2-[2-(4-hydroxyphenyl)ethenyl]-3-(3-methoxyphenyl)-",41.06%,M6-1
19.0062,6.96E+03,N-(p-Tolyl)-4-(4-toluenesulfonylphenyl)benzenesulfonamide,53.14%,M6-1
25.2052,6.93E+03,Conessine,42.26%,M6-1
21.0017,6.88E+03,"Propanedinitrile, 2-bis(3,3-dimethyl-2-oxobutylthio)methylene-",48.74%,M6-1
23.7915,6.83E+03,"Ethanone, 1-[2-(4-bromophenyl)-4-methyl-5-thiazolyl]-",42.98%,M6-1
13.2605,6.74E+03,"Benzamide, N-[2-oxo-2-(N2-methyl-N2-phenylhydrazino]ethyl-",93.70%,M6-1
13.4629,6.71E+03,L-LYSINE HCI,52.62%,M6-1
13.8313,6.57E+03,"Octaneperoxoic acid, 1,1-dimethylethyl ester",70.30%,M6-1
7.2884,6.53E+03,"2,7-Dimethyl-3-thioxo-5-oxo-4,6(2H)-dihydro-1,2,4-triazepine",40.83%,M6-1
6.6035,6.52E+03,"Triethylamine, 2-(trimethylsiloxy)-",76.61%,M6-1
8.1912,6.51E+03,"l-Norvaline, n-propoxycarbonyl-, undecyl ester",74.83%,M6-1
22.2715,6.50E+03,"2,5-Dihydroxyphenylacetic acid, ethyl ester, di-PFP",44.97%,M6-1
9.395,6.44E+03,Iodosobenzene,65.50%,M6-1
10.5728,6.42E+03,"2-[(2-Hydroxyethyl)dithio]benzoic acid, methyl ester",69.74%,M6-1
14.1582,6.27E+03,"4H-1-Benzopyran-4-one, 3,5,6,7,8-pentamethoxy-2-(3,4,5-trimethoxyphenyl)-",58.42%,M6-1
24.1731,6.27E+03,"Methyl 1,2-diphenyl-3-hydroxy-cyclopropene-3-carboxylate",43.51%,M6-1
18.5496,6.25E+03,"2H-Naphtho[2,3-b]furan-5,10-dione, 3,4-dihydro-3,4-dihydroxy-2-methyl-, [2S-(2à,3à,4à)]-",59.98%,M6-1
12.7053,6.00E+03,"4-Hydroxy-benzoic acid, N'-acridin-9-yl-hydrazide",96.90%,M6-1
25.7995,5.97E+03,N-Carboxyethylrhodanine,68.73%,M6-1
8.3469,5.96E+03,"2-Ethyl-7-methylthio-1,3,4-thiadiazolo[3,2-a](1,3,5)triazine-5-one",56.45%,M6-1
11.1747,5.94E+03,"Oxirane, (methoxymethyl)-",53.09%,M6-1
23.998,5.93E+03,"d-Proline, N-methoxycarbonyl-, dodecyl ester",59.66%,M6-1
8.679,5.90E+03,"Bicyclo[2.2.1]hept-2-ene-5-carboxamide, 5-methyl-N-(2-tolyl)-",90.00%,M6-1
20.8265,5.74E+03,3-Bromo-4-(4-bromo-benzyloxy)-5-methoxy-benzaldehyde,55.73%,M6-1
18.093,5.72E+03,"16,19-Secostrychnidine-10,16-dione, 21,22-epoxy-21,22-dihydro-4-methoxy-19-methyl-, (21à,22à)-",54.22%,M6-1
7.7709,5.70E+03,Methyl 2-ethyl-4-(trimethylsilyloxy)hexylphthalate,62.79%,M6-1
10.2511,5.60E+03,"5-Methyl-3-p-tolyl-1,2,4-oxadiazole",65.61%,M6-1
22.7532,5.59E+03,"1,2-Dimethoxy-3,5-dichloro-benzene",57.94%,M6-1
24.0793,5.54E+03,"1H-Benzo[3,4]cyclobuta[1,2-b]pyrrole, 4,5,6,7-tetrachloro-1-(1,1-dimethylethyl)-3a,7b-dihydro-",40.86%,M6-1
25.1177,5.44E+03,Conessine,53.06%,M6-1
13.9143,5.43E+03,"2,4,6-TRIHYDROXYBENZOIC ACID",40.50%,M6-1
22.9158,5.40E+03,"7-Chloro-3-(1H-indol-3-ylmethyl)-5-phenyl-1,3-dihydro-benzo[e][1,4]diazepin-2-one",40.24%,M6-1
17.0546,5.33E+03,"l-Alanine, N-benzyloxycarbonyl-, tetradecyl ester",64.19%,M6-1
24.6735,5.22E+03,"1-Phenyl-1-methyl-2,2-dibromo-cyclopropane",52.92%,M6-1
6.8318,5.12E+03,"Carbamic acid, N,N-dimethyl-, 2,4-dichloronaphthyl-1 ester",40.16%,M6-1
21.3707,5.04E+03,"3-Chloro-4-phenoxy-5,6-diphenylpyridazine",45.35%,M6-1
14.1218,5.00E+03,17-(2-Hydroxy-1-oxoethyl)-3-salicyloylhydrazono-4-estrene,53.36%,M6-1
23.2035,4.99E+03,"Ethanone, 1-[2-(4-bromophenyl)-4-methyl-5-thiazolyl]-",43.89%,M6-1
14.8586,4.97E+03,2-(4-Chloroanilino)-4-(N-methylanilino)-cyclopent-2-enone,73.60%,M6-1
19.8257,4.97E+03,"1,3-Benzenediol, O-(3-methylbut-2-enoyl)-O'-(4-nitrobenzoyl)-",46.14%,M6-1
26.0998,4.96E+03,"7H-Pyrazolo[4,3-E][1,2,4]triazolo[1,5-c]pyrimidine, 7-benzyl-2-(pyridin-4-yl)-",45.75%,M6-1
16.2852,4.94E+03,2-t-Butyl-1-methyl-3-phenyl-imidazolidin-4-one,51.26%,M6-1
19.613,4.92E+03,4-Dimethylamino-3-nitrobenzophenone,51.44%,M6-1
11.5016,4.89E+03,O-Acetyldimethylcephalotaxinone,54.44%,M6-1
9.4261,4.88E+03,"3,4-Dibromo-3,4-dihydro-2H-phenanthro[9,10-b]pyran",66.94%,M6-1
22.553,4.83E+03,"Silane, dimethyl(3-ethylphenoxy)docosyloxy-",43.60%,M6-1
24.3858,4.82E+03,"Stannane, diiododiphenyl-",40.30%,M6-1
22.1339,4.77E+03,"5-(2-Furyl)-3-imino-1-methyl-2-oxabicyclo[2.2.1]heptane-4,7,7-tricarbonitrile",48.49%,M6-1
21.1456,4.76E+03,"2-Cyclohexen-1-one, 3-hydroxy-2-[(5-oxo-1-cyclopenten-1-yl)methyl]-",53.80%,M6-1
12.4252,4.70E+03,"Morpholine-4-carboxamide, N-[5-(4-nitrophenyl)furfur-2-ylideno]methyl-",52.92%,M6-1
23.1285,4.64E+03,4-(4-Allyloxy-3-chloro-5-methoxybenzylidene)-2-(2-chloro-5-iodophenyl)-4H-oxazol-5-one,43.23%,M6-1
6.9719,4.63E+03,"1-Propanone, 1-phenyl-3-[2-(phenylmethoxy)phenyl]-",70.34%,M6-1
12.2176,4.59E+03,"N-(2-Dimethylamino-6-ethoxy-4-oxo-7,8-diphenyl-4,6-dihydropyrrolo(1,2-a)pyrimidin-6-yl)-acetamide",50.13%,M6-1
9.8464,4.55E+03,"Cyclohexanecarboxamide, N-[2,2,2-trifluoro-1-[[(tetrahydro-2-furanyl)methyl]amino]-1-(trifluoromethyl)ethyl]-",55.78%,M6-1
24.3107,4.54E+03,"Naphtalen-2-ol, 1-[(4-bromophenyl)iminomethyl]-",42.10%,M6-1
26.2374,4.52E+03,"1,3-Propanedione, 2-diazo-1,3-diphenyl-",56.73%,M6-1
23.0159,4.45E+03,"Thieno[2,3-b]pyridine, 5-ethyl-3-nitro-",49.33%,M6-1
8.2431,4.44E+03,"2-Pentanamine, N-ethyl-4-methyl-",85.74%,M6-1
12.4822,4.41E+03,Citrazinic triTMS,48.99%,M6-1
25.3804,4.39E+03,"Ethanone, 1-[2-(4-bromophenyl)-4-methyl-5-thiazolyl]-",43.07%,M6-1
23.8666,4.37E+03,Molybdenum hexafluoride,60.12%,M6-1
19.5567,4.36E+03,"2H-1-Benzopyran-2-one, 3-[(3,5-dimethyl-1-piperidinyl)carbonyl]-8-methoxy-",62.34%,M6-1
24.2482,4.29E+03,"Ethanone, 1-[2-(4-bromophenyl)-4-methyl-5-thiazolyl]-",44.44%,M6-1
24.5047,4.27E+03,Tetrahydro-22-desoxy-tomatillidine,50.90%,M6-1
9.7893,4.23E+03,4-Nitropyridazine 1-oxide,59.89%,M6-1
21.6147,4.23E+03,"Rheadan, 2,3,8,10,11-pentamethoxy-16-methyl-, (6à,8á)-",40.59%,M6-1
20.8953,4.09E+03,"ñ-1,3,4,5,6,7-Hexahydro-2H-pyrindin-2-one",43.68%,M6-1
20.4637,4.06E+03,"2,4-Dinitro-4'-bromodiphenylsulfone",44.40%,M6-1
14.76,4.00E+03,"Boranamine, N-methyl-1-(1-methylethyl)-N,1-diphenyl-",51.59%,M6-1
8.3521,3.99E+03,"Arsine, chlorodimethyl-",53.46%,M6-1
24.6298,3.90E+03,"7,15-Bis(4-nitrophenyl)-6,14-diphenyl-6a,7,14a,15-tetrahydroquinoxalino[1',2':1,2]pyrazino[4,5-A]quinoxaline",64.14%,M6-1
22.0964,3.85E+03,"7-Chloro-3-(1H-indol-3-ylmethyl)-5-phenyl-1,3-dihydro-benzo[e][1,4]diazepin-2-one",40.72%,M6-1
12.5808,3.84E+03,"Cyclopropa[3,4]pentaleno[1,2-d][1,3]dioxole, 2a,2b,2c,5a,5b,5c-hexahydro-, (2aà,2bà,2cà,5aà,5bà,5cà)-",42.51%,M6-1
12.8766,3.83E+03,"(R)-(-)-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl",52.21%,M6-1
10.962,3.80E+03,"Methanone, (5-methoxy-3-benzoburyl)phenyl-",42.86%,M6-1
19.9758,3.77E+03,"2,2'-Methylenebis[5-(p-tolyl)-1,3,4-oxadiazole]",70.62%,M6-1
18.9249,3.76E+03,"Propanamide, N-(2-iodo-4-methylphenyl)-2,2,3,3,3-pentafluoro-",54.71%,M6-1
21.721,3.73E+03,"Octadecane-1,2-diol, bis(trimethylsilyl) ether",62.67%,M6-1
16.3039,3.71E+03,"Fumaric acid, monoamide, N-(2,4-dimethoxyphenyl)-, octyl ester",48.66%,M6-1
21.9275,3.63E+03,"1H-Benzimidazol-2-amine, N-phenyl-",60.15%,M6-1
12.2436,3.57E+03,dl-2-Benzylaminooctanol,69.61%,M6-1
25.5493,3.51E+03,"Benzenamine, N,3-dimethyl-",56.54%,M6-1
25.0301,3.50E+03,Eupatilin,43.86%,M6-1
10.2822,3.48E+03,"4H-1-Benzopyran-4-one, 3,5-dihydroxy-6,7,8-trimethoxy-2-phenyl-",59.74%,M6-1
24.4171,3.40E+03,"Silane, [[(3á,5à,20S)-pregnane-3,20-diyl]bis(oxy)]bis[dimethyl-2-propenyl-",44.56%,M6-1
12.9492,3.40E+03,"Glycine, N-methyl-N-methoxycarbonyl-, nonyl ester",68.22%,M6-1
23.3474,3.39E+03,"2,3-Dicyano-5,6-diphenylpyrazine",57.69%,M6-1
25.6056,3.38E+03,"Di(3,4,methylenedioxy)benzylamine acetate",47.98%,M6-1
21.7711,3.36E+03,"Stereoisomer of 2,2',2'',2''',2'''',3,3',3'',3''',3'''',8,8',8'',8''',8'''',8a,8'a,8' 'a,8'''a,8''''a-eicosahydro-1,1',1'',1''',1''''-pentamethyl-3a(1H),7' :3'a,3''a(1'H,1''H):7'',3'''a(1'''H):7''',3''''a(1''''H)-quinquepyrrolo[2,3-b]indole",40.01%,M6-1
24.611,3.35E+03,"(+)-1,2,3,4-Tetrahydroisoquinoline, 1-benzyl-6,7-dimethoxy-",54.33%,M6-1
18.6559,3.30E+03,"Isophthalic acid, 4-chloro-3-methylphenyl decyl ester",42.43%,M6-1
21.4958,3.28E+03,"Dibenzo[b,f][1,4]diazocine, 5,6,11,12-tetrahydro-2-methoxy-",46.68%,M6-1
25.4367,3.19E+03,"3,5-Bis(methoxymethoxy)-4-nitrotetrahydrothiopyran",53.30%,M6-1
22.0213,3.13E+03,"Furo[2,3-H]coumarine, 6-methyl-1-(1-naphthylamino)-",43.95%,M6-1
25.468,3.10E+03,N-(9-Anthrylmethylene)aniline,49.68%,M6-1
9.7323,3.04E+03,"N-(5-[3-(2-Oxo-benzooxazol-3-yl)-propyl]-[1,3,4]thiadiazol-2-yl)-acetamide",79.50%,M6-1
15.2218,2.99E+03,"Spirostan-2,3,27-triol, triacetate, (2à,3á,5à,25S)-",40.00%,M6-1
18.9499,2.97E+03,Trimethylsilyl dipropylphosphinate,40.24%,M6-1
